Cultivar,Samle_Number,T=1,T=3,T=5,T=7,T=9,T=11,T=13,T=15,T=17,T=19,T=21,T=23,T=25,T=27,T=29,T=31,T=33,T=35,T=37,T=39,T=41,T=43,T=45,T=47,T=49,T=51,T=53,T=55,T=57,T=59,T=61,T=63,T=65,T=67,T=69,T=73,T=75,T=77,T=79,T=81,T=85,T=89,T=91,T=93,T=95,T=97,T=99,T=101,T=103,T=105,T=107,T=109,T=111,T=113,T=115,T=117,T=119,T=121,T=123,T=125,T=127
Samcheonbyeo,1 ,107.0429943,109.3317844,110.3401857,112.4029482,107.0089889,109.1239847,108.4563154,105.4575191,104.1933273,111.7941502,106.8855897,109.0938923,108.3353845,104.1663737,104.7507516,103.0736315,99.02995022,101.7678806,101.8993136,101.8168144,98.9292954,98.01616047,99.38783061,98.18258166,97.69293208,91.38726315,100.840816,103.6429566,102.2085483,102.9732029,105.860455,107.1461836,106.4248163,104.3447096,103.1359343,103.4728362,107.146699,106.6293559,108.0868605,112.0141349,114.706864,125.2211697,129.1787221,129.7085259,134.5213438,135.1157688,138.8962118,143.5729384,139.7684475,151.8174207,156.3271298,161.472527,165.1836291,168.2860169,176.5125747,175.5950497,179.2596152,179.8718601,184.7572748,184.0633128,184.6364998
Samcheonbyeo,2 ,108.5874902,104.0338579,110.042078,108.0055195,101.103288,107.6906851,106.5234145,103.1636641,102.2590934,106.442373,106.9981487,108.2747665,105.6594907,100.2840594,100.5865915,98.92082895,103.5293236,101.1541924,100.18038,99.77434063,99.74356596,100.1771544,99.36023022,98.24477223,96.25872953,94.02188207,98.80133625,96.66001424,96.78336568,97.19204583,101.6985398,102.2998483,101.735817,101.6141618,103.1507086,104.0282387,109.4299601,107.26925,106.8406978,108.500111,107.219271,113.9580245,119.166427,118.2957105,122.8089404,120.6190171,124.7214269,126.653204,131.7277523,134.0468244,138.0605932,143.0815766,142.954329,144.8201405,157.0048307,161.6535417,157.0440562,160.6130925,169.2957802,165.911176,169.5045191
Samcheonbyeo,3 ,105.7022521,105.5788218,107.5205757,108.6120019,106.502456,105.7340572,111.0251522,104.7429855,103.8888945,112.9147497,107.8211619,106.991342,104.2784415,99.91663748,99.81069944,103.1679076,99.99301222,101.5770678,98.39886219,100.6647578,96.32829076,98.19171748,96.92935234,94.97816486,95.60061596,94.4489384,97.48883872,96.78396624,97.33576606,95.39624518,98.7840928,99.79440119,97.81614888,98.10715807,100.0914791,101.3729616,103.9753888,107.313001,103.9957653,109.026054,110.288026,117.3078281,122.221328,120.1633145,126.3783943,123.3801318,131.9718808,131.2867706,141.9824037,139.3287596,146.6775711,150.5713876,154.7483737,157.0818755,164.8224399,166.7997163,168.6863875,171.3893852,173.206934,171.9638597,177.2075325
Samcheonbyeo,4 ,103.3558737,105.803589,111.4546007,106.4231561,102.1350464,106.9255116,100.5516211,101.5777413,104.588117,103.4016376,107.9116916,104.8705481,105.4416143,99.06081201,97.76611197,100.5641953,95.51241713,97.17614084,94.81448518,97.83907817,93.93804323,95.71826194,94.33861626,95.88575964,94.05173242,93.68151832,98.42935769,96.75119972,96.02902947,98.08577241,100.0500157,104.6217121,105.4475304,100.7909661,101.3902421,103.3302136,104.147984,103.3871425,103.2066574,108.2891255,110.2651054,116.3074857,120.6140407,124.3485771,128.8113458,129.5423313,133.3550975,139.1846349,144.1551484,143.6305971,154.9628088,160.9274923,164.5837284,169.386524,174.7793547,183.5385306,178.6998301,180.5555421,180.7355744,183.4414169,186.972167
Keumobyeo 2ho,1 ,107.5970643,107.7079214,107.8187994,107.72136,104.3452245,104.1775625,98.52286993,101.0799608,95.59516303,101.6737148,101.0586966,99.00021168,99.57402398,99.36718651,98.59452271,96.76712915,94.77527444,95.75563881,94.50125527,95.26381001,95.01520821,96.06771935,97.81360212,99.11495785,100.5718048,95.24755821,103.5129601,107.074673,106.5411104,106.9184214,113.1567102,114.2575351,112.3682581,111.324518,107.0514012,104.8600539,107.1067966,105.4740651,105.7726555,109.5400352,110.2827044,115.5602629,117.4093276,117.4177367,120.1422985,121.5368246,124.2312564,124.754894,123.6715917,130.2723695,132.2982476,135.1612429,139.1677516,142.9397408,149.2904137,152.7538857,153.0560873,158.5647532,164.6622222,164.434634,166.8347627
Keumobyeo 2ho,2 ,107.6188764,103.6894281,111.3681075,102.3339667,102.4790534,103.1490331,101.5753951,100.0771566,97.35665905,100.8593835,97.43474194,99.92082915,100.9476313,93.93353873,94.18626643,94.17277652,95.18978708,93.64621081,92.68358049,94.18653374,94.04483681,95.05322404,97.04322589,96.15743793,96.69878785,96.6341912,102.2157199,102.0349005,100.3431763,101.7600968,108.3659921,108.9570646,106.2461747,106.0616704,106.21816,103.4660275,107.20824,105.9255882,104.6771725,108.4826528,107.5329137,110.4208072,114.4376035,113.0396319,118.0129213,115.0791526,117.4756281,119.2339446,123.5921808,123.5382691,127.8302714,132.9409517,130.5091274,133.0067865,142.3330303,146.3419003,140.9355851,146.7111761,156.3642981,154.0834011,156.1932782
Keumobyeo 2ho,3 ,104.5768356,99.44847106,105.0209838,101.2612876,102.3328115,101.5952315,100.8888445,100.5928822,98.16552548,103.8319016,100.5047905,101.0814966,97.6513422,91.61175156,92.78690626,95.19378298,92.05487441,93.31761609,90.54902893,93.17257577,89.49986528,90.76745169,87.98032186,88.34809622,89.33649546,88.96815213,92.79359852,92.36943673,92.4261181,92.13364265,96.44587158,99.18245146,99.10642282,101.5374186,104.0090794,107.9448187,109.1135496,113.5935056,111.9496289,116.9046059,120.3192567,126.3678482,130.8578799,129.1435369,133.8980594,130.9188467,138.7628917,136.5004963,144.4640392,142.2863332,147.8242238,148.1987988,151.9624597,152.4850369,160.1780976,157.5715821,164.4437448,163.082792,168.7979984,170.2607207,177.4472972
Keumobyeo 2ho,4 ,108.1646257,100.4751204,104.347604,98.28851005,96.90929276,94.87256562,94.63397603,93.51312408,97.36304188,97.17945623,98.14720789,99.28703388,96.49073343,90.41688684,88.72864328,91.41806723,87.98772428,89.40840775,88.53099504,91.31176008,86.39975434,89.24423283,89.55109179,92.70684667,90.96677343,92.78512702,96.95667017,95.66260874,95.47028079,95.94239975,100.4168696,104.3016985,102.9613131,97.92604214,96.27443207,97.12878547,99.74235237,99.53128531,100.5772958,104.4375883,105.5424268,109.5806562,113.1073527,116.9520297,119.47793,119.8563834,123.7391778,125.2839544,129.6882065,129.7028421,138.2941885,143.3010665,145.7324892,149.231267,154.0438484,160.5860379,157.9534494,162.2176775,165.983514,169.5983016,175.3455781
Undoobyeo,1 ,116.3218085,115.0476738,118.6996708,117.6197293,115.9549015,115.2395646,111.3667037,110.3650146,102.3570221,113.2126621,109.059743,111.0311834,110.2047298,105.4502795,103.77126,105.8402857,103.3224309,105.4122351,104.8204713,105.7273913,107.4603043,109.5449689,111.9939739,111.4594289,111.6814142,106.902375,115.0080377,119.8027612,119.1423282,120.8677592,123.8978718,124.7225263,124.3886361,121.5591911,120.6144598,119.4137482,123.2222551,121.6944399,121.4277193,126.2866897,132.3101261,142.9720135,146.3949606,147.3705656,151.9766816,151.6257587,154.0779697,158.08385,155.4299712,165.6207169,170.0449534,171.8460689,176.2907001,175.8385744,179.9936381,182.6135183,180.3087703,179.9188119,185.13026,182.4230131,184.7066417
Undoobyeo,2 ,110.1846884,109.6356778,119.2543664,115.0970701,113.0166262,118.074194,113.8819974,111.9704264,110.9660575,117.8641764,110.624609,109.2580579,109.927349,103.2421908,104.8499144,104.3673202,106.7723469,103.1635196,100.953472,102.390561,100.5484472,100.747951,101.6723805,101.1049303,100.8528306,100.051631,104.1533935,104.229868,104.0260015,107.0760725,114.3855299,115.5596424,115.5159292,116.8632634,115.5934823,113.2202019,119.3841391,117.9789066,117.5150628,120.8469184,120.1564637,124.3287991,130.2125747,127.2891056,133.208645,131.2822585,131.7294003,135.529157,139.0630634,139.8866473,141.9707277,147.6519602,148.0363852,149.661873,156.8815727,163.6393623,154.6004503,156.1659138,163.3399719,159.1259342,161.8446838
Undoobyeo,3 ,111.0983225,107.7690254,117.7974481,117.1915996,118.8946301,109.8783208,114.5908068,109.809976,108.3010468,113.497104,113.1172153,112.834953,107.5728007,103.6025137,104.6626033,106.888054,103.6080498,108.9366057,103.3463542,105.4966425,99.75229082,102.559651,101.9269261,101.1267444,100.5817486,99.89191615,105.0943266,104.4714446,104.9575234,104.9584417,110.7177891,114.0717789,114.3775073,112.731583,115.2994126,114.9296689,119.5674981,122.8440061,119.7752823,125.3294515,126.2672215,131.6457497,136.99323,136.6629942,140.2831124,138.4152385,143.2481854,140.3016979,151.2751306,145.8773721,151.1563917,152.0195678,154.1943843,155.4655787,158.5959028,159.1796176,160.758952,158.1656674,161.7493919,162.645491,168.2485888
Undoobyeo,4 ,112.3607255,109.0545406,116.7243318,116.3327824,110.6845011,111.6468211,106.0546065,106.469243,112.3316364,115.1967007,115.5712637,116.2556334,111.342639,105.1104369,104.2817002,105.5538155,102.8418094,106.797173,103.7732153,108.5545626,105.6064822,109.217849,109.7504416,112.8011736,110.7721497,110.8886221,115.9808202,115.0131047,115.0479522,116.8015679,121.9536358,126.8408305,126.3538665,120.5435087,118.1153597,122.2798133,126.6829978,126.3819321,128.8509469,136.9694441,141.2865975,154.5547475,156.3393229,161.7053842,166.3019212,166.013621,169.3109893,172.4628661,179.6337223,176.3066527,183.5003327,183.47024,188.2932536,189.4858648,190.9860791,198.1786225,191.757774,192.7222492,194.9445847,195.1515785,198.4031875
Jungsan,1 ,115.0988301,114.0578704,118.6040416,114.6202981,111.1878465,110.6748129,104.3661425,103.2450978,97.56859412,108.1640101,102.4865384,105.5768192,104.8761839,98.81872786,99.45950877,99.00180749,94.40927963,96.64416099,98.7143365,99.1352221,99.57763349,100.4189519,103.1472582,103.812019,106.7080445,101.4927833,110.5497505,113.7926894,115.1706057,116.5814846,121.0482239,120.1859028,119.4314462,117.5034634,116.5177865,114.6337913,118.4243027,117.2730365,117.2729298,123.0404435,124.8350015,131.5152812,131.0307739,129.6827566,132.0974729,132.9199545,135.0157773,136.900005,134.3320815,142.2505774,145.4898107,146.6430111,149.8826037,149.7558635,153.2991792,154.5732259,153.3978792,157.5997497,159.7891453,158.9270779,159.4461918
Jungsan,2 ,114.3633854,109.9280983,118.1705209,111.739369,105.9503935,102.3386517,102.6262881,101.8019047,102.05332,107.5703376,103.2121876,105.7175795,105.9750113,97.93004734,101.168251,101.4504033,100.8010845,98.80640765,97.69931348,100.033131,96.9709421,99.28958104,98.78619261,99.37175291,98.44248157,97.89718712,102.8583444,102.1144737,102.7307993,104.6672861,109.9643264,106.9701827,104.5978623,106.7926525,105.857721,104.5472562,109.9056669,107.6256249,106.3745764,111.411663,107.9266354,112.6400341,117.9723422,116.9963648,121.0674941,119.5440743,118.2312372,120.255758,124.2391705,123.3308686,123.3324142,128.9516098,127.7420023,130.8399567,136.8342863,142.2279781,136.2681038,139.1078163,143.3725352,141.3340539,145.705974
Jungsan,3 ,107.8124543,104.4722952,114.6156634,108.8024708,107.7412712,106.3717627,108.1004071,104.8514565,100.6696805,103.7852151,104.5086036,102.2285302,99.85262727,98.82541873,96.71724529,98.73656804,96.34987619,96.7579784,93.24498302,96.82495117,94.48192533,94.91113972,95.64611596,95.42856996,96.47584184,97.22495002,100.2169701,100.2212637,100.1356261,100.083661,105.9379147,108.2136958,105.1756627,103.9769349,106.2880396,106.2615821,109.7793124,112.3174209,109.9651763,115.7854026,119.2725889,126.1920617,128.922812,129.4464782,132.7414588,131.966845,137.9437785,138.2405909,146.1465224,143.3878903,150.0289211,153.5978643,156.3243787,158.8594916,162.7677784,161.724739,166.1486257,164.6525565,168.1510112,170.2718884,176.1418666
Jungsan,4 ,106.7348387,107.8811898,113.0749958,110.2407252,108.586898,105.880139,102.9036887,101.2563628,108.4262978,106.9217467,109.0139736,104.44884,102.3385414,97.29219713,95.89567918,97.2535696,96.18459008,97.99393598,95.50596587,100.0681123,97.31467223,101.7249559,100.0584082,104.7783557,102.5800365,104.170756,109.4004972,107.4087306,106.5787494,106.5338998,110.7086348,115.4587261,113.6569546,108.5250053,107.0705138,110.7555438,114.1209257,114.0392987,114.0695749,119.4638778,119.9431958,126.1338842,128.0905963,131.5463368,134.0950417,135.040679,139.5416073,141.5228352,147.4237999,145.5560924,151.2118337,152.5910789,157.6671794,160.0066915,163.1535609,172.1979548,168.8686736,170.6550556,173.6294885,175.8209179,178.0027132
Saesangchu,1 ,111.0139432,107.8700426,112.1518972,108.3173316,108.3677127,106.5592325,101.8976069,105.0648124,96.32208596,106.1275125,103.0055973,106.0110916,102.623922,98.77940279,98.23578148,99.00457306,97.49318525,99.01398504,98.93318539,98.28286458,98.95873834,100.8398909,103.6806401,106.6733205,107.3009443,101.7928312,110.0851539,112.1065061,113.8124507,115.4485761,121.0018216,123.5981788,120.888017,120.8596937,119.1881065,118.662507,122.3967667,120.2042199,122.0560609,125.0406848,127.0333919,131.7158379,132.7974702,133.3303133,136.1416411,134.5197093,137.0847658,138.0519823,134.4693153,145.0035239,147.6588017,149.6882323,152.8337049,153.0517206,158.9208479,160.9726109,159.7022459,162.3778866,165.0050024,164.7306501,166.8437837
Saesangchu,2 ,105.6166552,102.8494347,116.1445444,108.8802559,106.4753119,110.9300804,106.245543,105.8528348,101.7572002,101.3292472,102.057577,101.0874381,102.1084534,97.01960951,97.58633338,98.5849693,100.2003719,97.75942217,96.39655438,99.80831143,96.29685875,97.14073523,97.5747977,97.38438305,96.51796546,96.05885961,98.12928153,98.17659163,97.48693365,99.34497225,102.6189029,102.0711832,100.0217594,101.4894221,99.48371376,101.6864617,104.9283317,103.4497852,104.2688657,108.0370818,104.1439638,108.6378266,113.9853184,112.5340734,117.5846068,117.0640259,116.904749,119.7767842,126.1194302,126.9653037,127.8299327,133.3754482,134.3977111,136.7008589,143.5671163,150.5150142,142.4452255,148.2541071,152.7632407,150.870264,155.1748431
Saesangchu,3 ,98.8268324,98.96141363,111.5302671,102.3780957,103.9574902,100.4562783,104.4071511,101.6814691,100.3340391,102.5140153,104.8992965,104.2528243,98.60983505,100.258174,96.93388956,98.43925804,95.8824949,98.15302199,94.70900303,97.12412024,92.45882655,93.04727541,92.95327704,92.29820395,92.59825459,93.11836254,96.21332836,96.71377496,98.01962125,98.56327555,103.756719,104.8717566,103.1631566,102.6887168,104.7281859,105.2938718,108.2628334,110.1415899,110.0728321,114.4763187,116.7475977,122.5836194,126.2479698,127.833911,132.6866573,131.5887572,137.5526456,135.9363603,144.2641011,141.2613188,145.2876016,145.8613415,150.9356326,153.2347667,156.8001001,158.1572843,157.7044493,158.8559266,159.5899009,161.5847265,166.6286768
Saesangchu,4 ,110.3525137,104.4616186,109.8895808,105.9640308,105.0805108,103.9330113,99.55631931,99.25965783,105.6027223,103.0628196,105.4322327,101.6193155,97.40637375,98.47465135,96.24911442,96.90394563,94.21202594,95.4603166,94.25731066,99.23003057,95.19255181,97.09255402,96.07233114,99.95130516,100.1165357,100.6233022,106.533891,105.6204054,103.9153351,103.7000475,109.4382038,111.5681793,111.2332592,106.4017314,104.3740611,107.6772388,112.3705324,111.7370695,111.6306538,117.6398569,118.007262,124.6372083,126.2881806,130.2458569,132.5261862,130.4774351,135.3387453,139.421523,146.7565289,142.5569379,149.080548,151.1258852,155.4275022,157.6325006,157.883499,166.6678461,164.0737131,163.2772996,165.4299356,169.5813236,171.135866
Manho,1 ,110.734202,112.2101559,113.6532051,111.0345195,108.3090145,111.8907995,109.7034905,108.5974074,102.6289194,108.7550247,109.2467882,108.148177,104.2982699,102.6787515,102.2657502,100.9261868,98.3546929,99.43186699,99.06412186,100.5251944,99.71231441,99.67591283,102.6722451,103.3688934,103.7617925,98.64390433,106.2157267,110.5285191,110.2273456,112.5567283,117.1049563,119.3649214,118.6590098,120.6965582,117.0412483,118.6428172,119.724029,119.4568271,123.1771947,129.2594736,135.6569812,151.5581865,155.6765009,155.8383538,162.8069842,162.0594408,164.5535193,165.9743608,163.0644662,172.1826939,175.0980213,177.6279735,179.4509358,178.9023986,181.5187625,182.9081759,183.4448379,183.1842229,187.4986805,185.2677574,186.8576338
Manho,2 ,103.6430071,105.5173778,113.9899379,107.376057,109.1592621,107.7843853,106.8562228,103.4210375,102.2205515,108.9744017,102.2880221,102.6031133,103.4737165,96.6255347,99.46502565,99.19033511,99.30149447,98.59661723,96.82378389,98.0189255,95.246073,97.2263786,97.03209549,97.21150312,96.1085198,96.63589959,100.2704744,100.4734698,101.3836505,100.7148932,106.84135,106.5881889,105.411837,105.3342062,106.5795631,105.0513678,107.3039752,107.5595833,109.1293106,114.9340333,118.2058087,130.8169989,139.2763745,140.8791698,146.1695789,147.8144751,151.6707956,154.6325307,161.8440577,162.7541644,166.8803139,171.7447263,170.2758065,170.8719353,178.266067,184.537504,174.7952792,180.7320609,186.1202555,180.2694571,182.9246406
Manho,3 ,102.9576416,103.1639386,111.8951221,110.9944612,108.0170549,103.7388876,107.6725776,104.8167698,103.2495475,106.7951663,107.6351405,108.3960929,104.1156728,102.1802927,103.9745943,103.7730959,100.6738411,103.7830167,98.26672266,101.1651513,97.0276724,96.98776259,97.27926178,98.17764625,99.21290933,100.1533045,105.0624111,105.8493641,107.9205996,107.6439563,114.0527329,116.6159651,114.2294685,113.577485,114.092916,113.8367744,116.8787484,121.3788728,122.4831168,125.5982666,130.5649677,141.6966434,147.0490296,147.7302879,152.1055713,149.9662917,156.0880733,155.232599,163.791847,159.7746351,164.5573125,169.0057584,168.1772236,170.0972131,173.1405324,174.0692113,174.5212418,174.0850105,176.6454054,177.946951,181.4140583
Manho,4 ,106.9709677,107.9090909,116.9082761,110.9602401,104.8592603,109.6806875,103.5693615,106.8311853,107.2719467,105.8123859,106.7581257,107.0062754,105.0119425,100.5232595,99.39199105,101.411887,98.23265392,101.038515,98.52183599,99.94985401,97.44044666,98.86313668,96.91903937,101.5671336,99.9322758,99.35538091,105.3188282,103.7875914,103.9955739,103.6811715,108.9547984,111.9694505,112.036035,107.9696138,104.152258,105.6612237,110.2314617,111.3730643,112.8178886,120.4122793,127.5322427,144.4537247,147.9947518,152.554865,159.0173402,156.6843153,163.092131,168.7673681,181.0840341,173.6862885,178.9619046,178.7817534,182.4093472,182.6665417,184.3075514,190.2799774,186.121872,184.9528242,188.8538785,190.4123541,191.9135309
Namil,1 ,109.6152033,108.5025776,112.3450999,108.6673576,105.8622357,104.1446277,101.7338258,101.6784691,94.68024891,100.5612335,97.63992745,98.9663713,99.11587298,95.67837065,94.97275305,94.20945717,92.05450886,92.96129468,92.5136163,93.19877084,90.40006702,90.45638981,93.75312077,95.38210426,95.00533696,91.55147903,98.07200268,100.4726464,100.9298699,101.9792422,106.8674813,108.2424654,106.2945774,107.7787864,106.855971,111.3951749,114.6283015,116.3233971,119.8544793,126.2542482,127.6395865,133.1962871,134.3727824,136.5327125,139.686959,140.6397978,142.3556432,142.5674468,140.4242988,149.9510042,153.1955504,156.6670287,159.2343809,161.9196463,166.7208826,168.7422619,168.1449226,170.0380892,174.1678554,174.1899962,177.0837262
Namil,2 ,100.9863203,102.4016687,111.1279297,105.4777745,104.5786851,107.4500869,105.7909982,106.2646974,102.5771688,104.8844011,101.7513722,99.43733097,103.1604474,96.9904745,99.97254188,98.83779136,99.52080059,98.94674469,96.37808831,96.59495176,93.61402235,93.93772762,94.64903608,94.60005504,93.12236402,91.42068022,94.56484062,93.95058945,93.91793923,95.0397799,100.0565813,98.47213287,96.51807932,97.81708003,98.0022855,98.59355097,100.7091373,100.5315652,102.6482144,109.0784187,109.8989051,115.9240305,120.0749533,116.8270504,122.5907289,122.171823,123.5869732,124.12848,128.9330442,130.4458634,133.0920134,135.4210593,134.9253616,140.1335104,147.1722578,153.1596509,145.192914,149.2204315,154.5557222,151.1306633,154.2937097
Namil,3 ,100.8993623,99.62922477,107.6238986,103.0822775,104.6535323,103.3528212,104.3868173,99.56225583,98.69723533,103.2633887,104.7400222,103.0571824,99.20454885,96.11463057,95.27211665,94.94382854,92.39065634,95.34740369,91.02432601,92.87643988,89.57434204,89.56345832,90.31694342,89.40375723,90.53886829,90.98662103,93.35263609,94.02382362,95.64061403,95.09779218,100.0226063,101.2706891,99.79553253,98.57513823,101.2260839,102.2590339,109.093902,110.0979667,110.9569,113.0652129,116.8429686,122.2857171,124.5359507,124.3624911,128.7630152,126.4982817,132.0443531,129.9549847,139.5889074,138.3673893,141.1967029,146.5058852,148.0144792,150.1440881,156.0109501,157.9806785,159.3115046,159.7703157,161.7475591,165.4958501,170.7150786
Namil,4 ,104.7406579,101.4556292,109.4322925,107.4014231,104.4169138,105.9047482,104.8014691,104.6854452,105.6285804,103.9705225,105.1278161,105.4284314,100.6378762,97.01055557,92.59224346,94.75652478,91.53656375,93.25741378,90.00643274,93.63577816,91.15295414,93.65389728,91.73363213,97.59497171,96.08464555,95.7418539,101.0499022,99.57081435,98.46683376,100.1325739,104.120687,106.5829957,107.1380788,103.3307823,102.2261207,104.4746967,109.682645,109.8218945,110.1461733,118.1659906,119.4054796,127.1531171,128.868861,133.9578548,139.090641,138.7528607,145.4225533,151.1239296,162.5740662,157.7669722,163.3871331,166.9658528,171.6519737,173.4064318,174.7404016,183.7733175,180.5360307,181.04645,182.8786417,186.4250652,187.3949413
Heugkwang,1 ,111.7361559,110.2864176,110.4125203,105.953844,105.5634746,113.8067907,104.9983658,107.4995678,100.1167888,109.3619297,105.7470458,108.7343388,107.0307047,103.1809594,104.2099163,104.0243114,100.9191901,102.4669225,100.8626875,101.4169,99.45708142,99.00048544,101.9038171,102.1739214,102.1563093,96.6537441,103.0223768,104.45364,103.9175517,104.0295959,108.3939725,107.1294767,105.1776661,106.6346896,104.5132225,107.1418654,109.2410869,110.1222699,111.2975191,115.7222771,117.2442077,121.4228172,123.4189255,122.4548999,126.2383025,125.6807542,125.6246915,127.0770642,123.9271061,131.2868105,133.6149569,135.0394084,137.6081446,137.4136861,140.4428468,140.6983837,141.4384222,141.7857416,143.7668242,144.0154765,144.5499766
Heugkwang,2 ,104.2124725,95.69068,107.0103116,107.7034501,103.2406462,107.0374076,103.2804478,104.1272374,102.739649,102.8608014,101.1192592,99.63695638,102.1237688,97.03460031,97.58265873,99.63728365,103.9214084,100.7722877,98.3382135,99.41635488,97.18764093,97.18857535,99.17709405,98.00227904,95.53202259,95.30128223,98.09462489,98.22373605,97.57788426,98.21947547,102.8377476,100.9784022,98.92991804,100.4286583,100.4886854,101.5365287,105.5046518,102.9217098,103.7102513,106.686394,105.085814,108.240334,111.1376539,110.9228315,114.2980227,113.3544416,115.440371,116.7464128,120.0010767,119.6444184,121.4319837,123.2755772,122.9914592,125.614455,131.2615104,136.4373791,128.9910415,132.5167239,136.9248796,132.9319263,135.3528765
Heugkwang,3 ,102.513969,103.692151,109.5224356,106.4008784,109.0435575,107.8601418,102.4407218,104.1956192,99.49133364,101.6825558,104.9464887,103.8157209,103.8014019,98.55021562,99.03661858,101.3469828,99.29491913,100.5901478,94.98561834,99.5639894,95.67865375,96.58515581,96.28887517,95.75800893,97.42089193,97.30441279,100.4268233,100.1335614,99.96019431,99.16371163,102.9164727,103.9536622,102.9270284,101.915462,103.9998211,103.7362569,108.0162694,108.8570715,108.8227084,112.9201501,113.2004987,115.7173768,119.603421,119.060965,120.761495,120.2989887,123.7742202,123.3770147,130.3781272,129.6435584,131.6545468,134.5228847,133.1760777,137.7351597,139.3492939,141.9208174,142.2002601,143.7417018,143.470201,149.8871452,150.9770971
Heugkwang,4 ,107.3404711,100.8754527,107.5554596,103.264169,106.6465256,106.523482,99.31053247,99.34606894,105.650074,102.9015165,104.7808469,103.9039426,101.2826635,98.35228375,95.54026741,98.94804473,96.34668978,100.1201669,97.38429365,101.7310871,97.87213093,100.0956921,98.4964764,102.5558321,100.6785917,99.55505966,104.1087164,102.7651473,101.1408003,101.0390828,105.4124316,105.3937914,105.6429633,101.9274909,102.6553611,102.9513328,106.5544208,106.5385818,105.8652062,110.1213017,109.1730567,116.0285843,115.2663121,119.6668361,121.9565103,119.9403632,124.6754629,127.6333084,136.3196834,129.5174252,136.0980691,135.7072849,139.1741881,141.8901463,145.2460009,150.9595806,148.9658682,148.9991567,151.1254488,156.3194641,157.5636557
Unkwang,1 ,103.1574824,104.6327231,105.069234,105.6758081,105.4563145,102.8821652,101.6970621,101.587314,95.70969683,103.7759003,103.8771786,104.633657,104.2542862,103.3482589,102.7425974,102.1052962,98.7108348,98.36269523,96.79130751,98.21024123,97.55134134,96.57567726,98.24867283,98.30997081,96.00686035,88.43495875,93.34300134,94.16598572,93.01564564,92.03698743,94.60831632,94.49446214,95.66354347,96.39329144,94.59473641,97.06355819,99.94144822,99.09682494,99.98307976,104.4722841,109.2639729,117.0143105,119.700226,120.2448443,124.0855025,122.3190958,124.851707,124.9068994,122.0512252,130.4478578,132.3616913,133.8165826,137.5923498,138.5713274,143.3189619,144.7520686,142.9484737,144.5569938,148.9006568,148.1921596,148.7959412
Unkwang,2 ,98.04113111,97.3622538,103.9111465,101.6498879,100.9700743,101.6440377,100.6289735,100.8268666,98.02545783,101.612341,99.45953222,102.7304389,102.9959163,98.16500946,99.37848438,100.6777328,100.4822206,98.91395571,95.96945888,96.89022375,95.19397477,94.23717494,94.7249776,94.63070255,92.52849258,91.14266735,92.53042946,91.80477368,92.25212505,90.63510903,94.24830057,94.24012005,92.27027997,92.87040566,93.07297491,93.93837012,98.33430403,97.74848303,98.19536427,100.9059781,101.1443883,104.8638005,108.4780368,106.4905027,112.3128374,110.5749097,111.7227492,113.925174,119.8854852,119.6878598,123.3443406,124.1441337,125.6837597,127.3910291,133.8847273,139.7479709,133.2731643,136.5407728,140.9591215,137.1655101,140.2405977
Unkwang,3 ,95.14953794,98.45722912,104.8210784,103.1943067,101.3517935,100.7175875,104.6720815,100.3793259,97.61056576,99.8153911,102.4954769,102.9503185,99.98627291,98.52642671,98.53533658,101.6683861,97.8770853,100.6310143,96.22043628,99.66719524,95.14611122,96.75758247,95.27155503,93.73928536,96.09725944,93.91388824,94.95302775,94.23457081,94.65177125,92.15896877,95.12720767,96.02489797,94.27471763,94.28207461,96.21054668,97.80519152,100.8038708,102.9440382,101.2996845,104.8618969,107.8990352,114.7405535,119.7789873,120.1660665,124.6727296,123.9350701,128.9921298,128.7278219,140.1209412,137.8356789,143.1909409,145.7694486,146.6332944,152.5927702,154.5738897,157.2347093,158.3535188,157.6523673,158.6065295,163.6315186,167.9522776
Unkwang,4 ,103.6326893,98.60445682,106.8840038,100.530197,101.4666041,101.448323,98.32718627,97.80932665,98.35436485,96.70619639,98.25739743,102.7666318,100.1645967,99.28353599,96.25680478,98.25142286,93.00663025,94.82056266,92.25035333,95.34691968,91.51517576,93.17675404,89.73494681,93.33535022,91.68007168,88.68966273,94.49779718,92.75678593,92.43052932,92.78432883,95.91432933,97.8707647,100.0553383,97.17521625,97.39825978,100.6543229,105.5954316,105.5872843,106.4059289,113.8226233,115.8710978,126.7457111,129.8251958,132.2933855,140.1073957,139.6704991,146.5924491,151.1047891,161.462226,152.7175729,160.0781961,161.1408357,163.0111477,167.3743173,169.5297955,176.7368981,172.9505073,172.3200784,173.9378601,176.67512,179.9247874
